Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
01:50:00,2.161159E-01,8.083087E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.576369E+03,9.465872E-02,1.010857E+03,2.626541E+03,5.518624E-01,1.353815E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.194516E+03,7.172897E-02,7.659913E+02,1.990298E+03,3.421168E-01,8.313384E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.088766E+02,4.256703E-02,4.545719E+02,1.181128E+03,5.384125E-01,1.328126E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.194516E+03,7.172897E-02,7.659913E+02,1.990298E+03,3.419201E-01,8.309626E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.088766E+02,4.256703E-02,4.545719E+02,1.181128E+03
02:00:00,2.161200E-01,8.083166E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.583154E+03,9.465872E-02,1.004072E+03,2.619534E+03,5.518668E-01,1.353823E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.199657E+03,7.172897E-02,7.608497E+02,1.984989E+03,3.421195E-01,8.313435E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.119278E+02,4.256703E-02,4.515207E+02,1.177977E+03,5.384169E-01,1.328134E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.199657E+03,7.172897E-02,7.608497E+02,1.984989E+03,3.419227E-01,8.309677E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.119278E+02,4.256703E-02,4.515207E+02,1.177977E+03
02:10:00,2.161242E-01,8.083246E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.588243E+03,9.465872E-02,9.989834E+02,2.614280E+03,5.518711E-01,1.353831E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.203514E+03,7.172897E-02,7.569936E+02,1.981007E+03,3.421221E-01,8.313485E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.142162E+02,4.256703E-02,4.492323E+02,1.175614E+03,5.384212E-01,1.328143E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.203514E+03,7.172897E-02,7.569936E+02,1.981007E+03,3.419254E-01,8.309728E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.142162E+02,4.256703E-02,4.492323E+02,1.175614E+03
02:20:00,2.161283E-01,8.083325E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.593332E+03,9.465872E-02,9.938945E+02,2.609026E+03,5.518754E-01,1.353839E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.207370E+03,7.172897E-02,7.531375E+02,1.977026E+03,3.421247E-01,8.313535E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.165046E+02,4.256703E-02,4.469439E+02,1.173251E+03,5.384255E-01,1.328151E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.207370E+03,7.172897E-02,7.531375E+02,1.977026E+03,3.419280E-01,8.309778E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.165046E+02,4.256703E-02,4.469439E+02,1.173251E+03
02:30:00,2.161325E-01,8.083404E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.598421E+03,9.465872E-02,9.888057E+02,2.603771E+03,5.518797E-01,1.353848E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.211226E+03,7.172897E-02,7.492813E+02,1.973044E+03,3.421273E-01,8.313585E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.187930E+02,4.256703E-02,4.446555E+02,1.170888E+03,5.384297E-01,1.328159E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.211226E+03,7.172897E-02,7.492813E+02,1.973044E+03,3.419306E-01,8.309827E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.187930E+02,4.256703E-02,4.446555E+02,1.170888E+03
02:40:00,2.161366E-01,8.083482E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.603510E+03,9.465872E-02,9.837168E+02,2.598517E+03,5.518839E-01,1.353856E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.215082E+03,7.172897E-02,7.454252E+02,1.969062E+03,3.421299E-01,8.313634E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.210814E+02,4.256703E-02,4.423671E+02,1.168525E+03,5.384339E-01,1.328167E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.215082E+03,7.172897E-02,7.454252E+02,1.969062E+03,3.419332E-01,8.309876E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.210814E+02,4.256703E-02,4.423671E+02,1.168525E+03
02:50:00,2.161407E-01,8.083560E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.608599E+03,9.465872E-02,9.786280E+02,2.593261E+03,5.518881E-01,1.353864E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.218938E+03,7.172897E-02,7.415690E+02,1.965079E+03,3.421324E-01,8.313682E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.233698E+02,4.256703E-02,4.400787E+02,1.166162E+03,5.384381E-01,1.328175E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.218938E+03,7.172897E-02,7.415690E+02,1.965079E+03,3.419357E-01,8.309925E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.233698E+02,4.256703E-02,4.400787E+02,1.166162E+03
03:00:00,2.161448E-01,8.083638E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.613687E+03,9.465872E-02,9.735391E+02,2.588006E+03,5.518922E-01,1.353871E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.222794E+03,7.172897E-02,7.377129E+02,1.961098E+03,3.421349E-01,8.313730E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.256582E+02,4.256703E-02,4.377903E+02,1.163799E+03,5.384423E-01,1.328183E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.222794E+03,7.172897E-02,7.377129E+02,1.961098E+03,3.419382E-01,8.309973E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.256582E+02,4.256703E-02,4.377903E+02,1.163799E+03
03:10:00,2.161488E-01,8.083716E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.618776E+03,9.465872E-02,9.684503E+02,2.582752E+03,5.518963E-01,1.353879E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.226650E+03,7.172897E-02,7.338567E+02,1.957116E+03,3.421374E-01,8.313778E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.279466E+02,4.256703E-02,4.355019E+02,1.161436E+03,5.384464E-01,1.328191E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.226650E+03,7.172897E-02,7.338567E+02,1.957116E+03,3.419407E-01,8.310020E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.279466E+02,4.256703E-02,4.355019E+02,1.161436E+03
03:20:00,2.161529E-01,8.083793E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.623865E+03,9.465872E-02,9.633614E+02,2.577497E+03,5.519004E-01,1.353887E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.230507E+03,7.172897E-02,7.300006E+02,1.953135E+03,3.421399E-01,8.313825E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.302350E+02,4.256703E-02,4.332135E+02,1.159073E+03,5.384504E-01,1.328198E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.230507E+03,7.172897E-02,7.300006E+02,1.953135E+03,3.419432E-01,8.310067E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.302350E+02,4.256703E-02,4.332135E+02,1.159073E+03
03:30:00,2.161569E-01,8.083870E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.628954E+03,9.465872E-02,9.582726E+02,2.572243E+03,5.519044E-01,1.353895E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.234363E+03,7.172897E-02,7.261444E+02,1.949153E+03,3.421424E-01,8.313872E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.325234E+02,4.256703E-02,4.309251E+02,1.156710E+03,5.384544E-01,1.328206E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.234363E+03,7.172897E-02,7.261444E+02,1.949153E+03,3.419456E-01,8.310114E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.325234E+02,4.256703E-02,4.309251E+02,1.156710E+03
03:40:00,2.161609E-01,8.083946E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.634043E+03,9.465872E-02,9.531837E+02,2.566988E+03,5.519084E-01,1.353902E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.238219E+03,7.172897E-02,7.222883E+02,1.945171E+03,3.421448E-01,8.313918E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.348118E+02,4.256703E-02,4.286367E+02,1.154348E+03,5.384584E-01,1.328214E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.238219E+03,7.172897E-02,7.222883E+02,1.945171E+03,3.419480E-01,8.310160E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.348118E+02,4.256703E-02,4.286367E+02,1.154348E+03
03:50:00,2.161649E-01,8.084023E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.639132E+03,9.465872E-02,9.480949E+02,2.561733E+03,5.519123E-01,1.353910E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.242075E+03,7.172897E-02,7.184322E+02,1.941189E+03,3.421472E-01,8.313964E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.371002E+02,4.256703E-02,4.263483E+02,1.151984E+03,5.384624E-01,1.328221E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.242075E+03,7.172897E-02,7.184322E+02,1.941189E+03,3.419504E-01,8.310206E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.371002E+02,4.256703E-02,4.263483E+02,1.151984E+03
04:00:00,2.161689E-01,8.084099E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.644221E+03,9.465872E-02,9.430060E+02,2.556478E+03,5.519162E-01,1.353917E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.245931E+03,7.172897E-02,7.145760E+02,1.937207E+03,3.421496E-01,8.314009E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.393886E+02,4.256703E-02,4.240599E+02,1.149621E+03,5.384663E-01,1.328229E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.245931E+03,7.172897E-02,7.145760E+02,1.937207E+03,3.419528E-01,8.310252E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.393886E+02,4.256703E-02,4.240599E+02,1.149621E+03
04:10:00,2.161728E-01,8.084174E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.647613E+03,9.465872E-02,9.396135E+02,2.552976E+03,5.519201E-01,1.353925E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.248502E+03,7.172897E-02,7.120052E+02,1.934553E+03,3.421519E-01,8.314054E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.409142E+02,4.256703E-02,4.225343E+02,1.148046E+03,5.384702E-01,1.328236E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.248502E+03,7.172897E-02,7.120052E+02,1.934553E+03,3.419552E-01,8.310297E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.409142E+02,4.256703E-02,4.225343E+02,1.148046E+03
04:20:00,2.161768E-01,8.084249E+03,9.465872E-02,0.000000E+00,0.000000E+00,9.465872E-02,1.651006E+03,9.465872E-02,9.362209E+02,2.549472E+03,5.519240E-01,1.353932E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.251073E+03,7.172897E-02,7.094345E+02,1.931898E+03,3.421543E-01,8.314099E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.424398E+02,4.256703E-02,4.210087E+02,1.146471E+03,5.384740E-01,1.328243E+04,7.172897E-02,0.000000E+00,0.000000E+00,7.172897E-02,1.251073E+03,7.172897E-02,7.094345E+02,1.931898E+03,3.419575E-01,8.310341E+03,4.256703E-02,0.000000E+00,0.000000E+00,4.256703E-02,7.424398E+02,4.256703E-02,4.210087E+02,1.146471E+03
