Time,CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,3.692135E+03,0.000000E+00,1.963006E-01,0.000000E+00,9.157870E+03,0.000000E+00,4.867176E-01,0.000000E+00,5.674561E+03,0.000000E+00,3.015846E-01,0.000000E+00,8.937401E+03,0.000000E+00,4.750003E-01,0.000000E+00,5.671329E+03,0.000000E+00,3.014129E-01,0.000000E+00
00:20:00,3.691025E+03,0.000000E+00,1.962415E-01,0.000000E+00,9.157030E+03,0.000000E+00,4.866730E-01,0.000000E+00,5.674060E+03,0.000000E+00,3.015580E-01,0.000000E+00,8.936560E+03,0.000000E+00,4.749556E-01,0.000000E+00,5.670828E+03,0.000000E+00,3.013863E-01,0.000000E+00
00:30:00,3.689919E+03,0.000000E+00,1.961827E-01,0.000000E+00,9.156192E+03,0.000000E+00,4.866284E-01,0.000000E+00,5.673561E+03,0.000000E+00,3.015315E-01,0.000000E+00,8.935721E+03,0.000000E+00,4.749110E-01,0.000000E+00,5.670329E+03,0.000000E+00,3.013598E-01,0.000000E+00
00:40:00,3.688817E+03,0.000000E+00,1.961241E-01,0.000000E+00,9.155357E+03,0.000000E+00,4.865841E-01,0.000000E+00,5.673064E+03,0.000000E+00,3.015051E-01,0.000000E+00,8.934885E+03,0.000000E+00,4.748666E-01,0.000000E+00,5.669832E+03,0.000000E+00,3.013333E-01,0.000000E+00
00:50:00,3.687719E+03,0.000000E+00,1.960658E-01,0.000000E+00,9.154524E+03,0.000000E+00,4.865398E-01,0.000000E+00,5.672568E+03,0.000000E+00,3.014787E-01,0.000000E+00,8.934052E+03,0.000000E+00,4.748223E-01,0.000000E+00,5.669337E+03,0.000000E+00,3.013070E-01,0.000000E+00
01:00:00,3.686626E+03,0.000000E+00,1.960077E-01,0.000000E+00,9.153695E+03,0.000000E+00,4.864957E-01,0.000000E+00,5.672074E+03,0.000000E+00,3.014525E-01,0.000000E+00,8.933222E+03,0.000000E+00,4.747782E-01,0.000000E+00,5.668842E+03,0.000000E+00,3.012807E-01,0.000000E+00
01:10:00,3.686694E+03,0.000000E+00,1.960113E-01,0.000000E+00,9.153768E+03,0.000000E+00,4.864996E-01,0.000000E+00,5.672118E+03,0.000000E+00,3.014548E-01,0.000000E+00,8.933295E+03,0.000000E+00,4.747821E-01,0.000000E+00,5.668887E+03,0.000000E+00,3.012831E-01,0.000000E+00
01:20:00,3.686761E+03,0.000000E+00,1.960149E-01,0.000000E+00,9.153840E+03,0.000000E+00,4.865034E-01,0.000000E+00,5.672163E+03,0.000000E+00,3.014572E-01,0.000000E+00,8.933367E+03,0.000000E+00,4.747859E-01,0.000000E+00,5.668931E+03,0.000000E+00,3.012855E-01,0.000000E+00
01:30:00,3.686828E+03,0.000000E+00,1.960184E-01,0.000000E+00,9.153912E+03,0.000000E+00,4.865072E-01,0.000000E+00,5.672206E+03,0.000000E+00,3.014595E-01,0.000000E+00,8.933439E+03,0.000000E+00,4.747897E-01,0.000000E+00,5.668975E+03,0.000000E+00,3.012878E-01,0.000000E+00
01:40:00,3.686895E+03,0.000000E+00,1.960220E-01,0.000000E+00,9.153982E+03,0.000000E+00,4.865110E-01,0.000000E+00,5.672250E+03,0.000000E+00,3.014618E-01,0.000000E+00,8.933510E+03,0.000000E+00,4.747935E-01,0.000000E+00,5.669018E+03,0.000000E+00,3.012901E-01,0.000000E+00
